관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
44270-00111,공원:808(상거리지구 6),소공원,,충청남도 당진시 송산면 상거리 103-3,36.925441,126.685154,1279,,,,,,2013-04-22,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00112,공원:809(상거리지구 7),소공원,,충청남도 당진시 송산면 상거리103-3,36.925441,126.685154,1409,,,,,,2013-04-22,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00113,공원:814(매산지구:행담2공원),소공원,,충청남도 당진시 신평면 매산리 516-40,36.9409255986,126.8095296502,1484,,,,,,2011-12-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00114,공원:815(남산지구 소공원),소공원,,충청남도 당진시 신평면 남산리 3,36.876972,126.779649,1216,,,,,,2016-06-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00115,공원:821(용두리지구),소공원,,충청남도 당진시 고대면 용두리 산13-6,36.926969,126.6037776,773,,,,,,2016-10-31,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00116,공원:822(용두리지구),소공원,,충청남도 당진시 고대면 용두리 506,36.925068,126.6050354,998,,,,,,2016-10-31,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00117,공원:당진1철강 산업단지:공1,소공원,,충청남도 당진시 송악읍 고대리 167-120,36.9830852264,126.7391484177,1936,,,,,,2012-02-28,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00118,공원:송산2 일반산업단지:10,소공원,,충청남도 당진시 송산면 유곡리 410-41,36.958969,126.692285,731,,,,,,2016-01-06,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00119,공원:송산2 일반산업단지:11,소공원,,충청남도 당진시 송산면 유곡리 1444,36.959509,126.693025,421,,,,,,2016-01-06,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00120,공원:송산2 일반산업단지:3(자연공원),소공원,,충청남도 당진시 송산면 유곡리 산5-7,36.96719341,126.6908439,293,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00121,공원:송산2 일반산업단지:4(꾀꼬리공원),소공원,,충청남도 당진시 송산면 유곡리 536,36.9657385,126.6909246,501,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00122,공원:송산2 일반산업단지:5(명랑공원),소공원,,충청남도 당진시 송산면 유곡리 530-2,36.9649116,126.6909279,800,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00123,공원:송산2 일반산업단지:6(희망공원),소공원,,충청남도 당진시 송산면 유곡리 489,36.9620435,126.6909671,1815,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00124,공원:송산2 일반산업단지:7(누리공원),소공원,,충청남도 당진시 송산면 유곡리 485-7,36.9592673,126.6909362,2613,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00125,공원:송산2 일반산업단지:8(두어기공원),소공원,,충청남도 당진시 송산면 유곡리 385,36.9582193,126.6896627,1464,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00126,공원:송산2 일반산업단지:9,소공원,,충청남도 당진시 송산면 유곡리 410-34,36.958308,126.6933377,3538,,,,,,2016-01-06,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00127,공원:합덕인더스파크일반산업단지:1(공원),소공원,,충청남도 당진시 합덕읍 석우리 산165-1,36.472826,126.444476,7654,,,,,,2011-09-22,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00128,공원:합덕인더스파크일반산업단지:2(공원),소공원,,충청남도 당진시 합덕읍 석우리 산165-1,36.471417,126.445266,3825,,,,,,2011-09-22,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00129,공원:합덕일반산업단지:2(공원),소공원,,충청남도 당진시 합덕읍 소소리 661,36.8183777246,126.7466617843,3941,,,,,,2008-04-03,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00130,공원:합덕일반산업단지:3(공원),소공원,,충청남도 당진시 합덕읍 소소리 662,36.8172445,126.7462396729,2754,,,,,,2008-04-03,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00131,공원:609(송악:줄다리기공원),역사공원,,충청남도 당진시 송악읍 기지시리 347,36.9054272435,126.6888262524,1259,,,,,,2008-05-07,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00132,공원:823(신리성지 7),역사공원,,충청남도 당진시 합덕읍 신리 70-8,36.7626160002,126.7711039304,36061,,,,,,2010-03-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00133,공원:824(솔뫼성지),역사공원,,충청남도 당진시 우강면 송산리 147,36.81906765,126.7845921,84096,,,,,,2017-06-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00134,공원:송산2 일반산업단지:1(파란공원),문화공원,,충청남도 당진시 송산면 동곡리 165-39,36.97414846,126.7022202,7781,,,,,,2009-09-02,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00135,공원:126(대덕수청지구 도시개발사업:29),수변공원,,충청남도 당진시 수청동 1110,36.8853561288,126.642096,9826,,,,,,2008-04-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00136,공원:127(대덕수청지구 도시개발사업:30),수변공원,,충청남도 당진시 대덕동 1809,36.8841587750,126.6418173068,22074,,,,,,2008-04-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00137,공원:128(대덕수청지구 도시개발사업:31),수변공원,,충청남도 당진시 대덕동 1810,36.8840367,126.6440659838,3492,,,,,,2008-04-30,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44270-00138,공원:604(송악:제3호공원),수변공원,,충청남도 당진시 송악읍 기지시리 513,36.89926327,126.6968508,1821,,,,,,2011-07-20,당진시,041-350-4213,2019-11-25,6440000,충청남도,
44710-00001,금산공원(금산2호 근린공원),근린공원,,충청남도 금산군 금산읍 상옥리 산50-6번지,36.0995802,127.4747158,326740,,,,,,1964-07-22,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00002,남산공원(금산1호 근린공원),근린공원,,충청남도 금산군 금산읍 하옥리 산2번지,36.0953724,127.4936875,351800,운동기구,,,,"자유평화수호탑, 애국지사추모비",1964-07-22,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00003,비호산공원(금산6호 근린공원),근린공원,,충청남도 금산군 금산읍 상리 2-1번지,36.1124937,127.4896897,63000,운동기구,,정자,,금산 인삼탑,1984-12-18,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00004,상옥근린공원(금산8호 근린공원),근린공원,,충청남도 금산군 금산읍 상옥리 378-4번지,36.0986863,127.4819062,13500,,,,,,1995-01-21,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00005,아인공원(금산3호 근린공원),근린공원,,충청남도 금산군 금산읍 아인리 산35-8번지,36.1051746,127.4683748,274292,,,,,,1964-07-22,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00006,읍내공원(진산22호 근린공원),근린공원,,충청남도 금산군 진산면 읍내리 541-1번지,36.1445394,127.3682083,84000,,,,,,1974-12-27,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00007,청천공원(마전21호 근린공원),근린공원,,충청남도 금산군 추부면 마전리 산44-1번지,36.1915038,127.4634273,52000,,,,,,2002-12-31,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00008,태봉공원(마전20호 근린공원),근린공원,,충청남도 금산군 추부면 마전리 산5-1번지,36.1958947,127.4624125,62000,,,,,,2002-12-31,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00009,호티근린공원(금산10호 근린공원),근린공원,,충청남도 금산군 군북면 호티리 710-3번지,36.1111769,127.4969318,23805,,,,,,2002-11-16,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00010,마전16호 어린이공원,어린이공원,,충청남도 금산군 추부면 마전리 564-2번지,36.1920086,127.4652581,1520,운동기구,종합놀기구,정자,,,1987-06-12,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00011,마전18호 어린이공원,어린이공원,,충청남도 금산군 추부면 마전리 507번지,36.1880422,127.4646209,1877,,,,,부지확보,2002-12-31,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00012,아인수림공원(금산5호 어린이공원),어린이공원,,충청남도 금산군 금산읍 아인리 산6-12번지,36.1091411,127.4795853,6329,"운동기구, 농구장",종합놀이기구,정자,,,1995-01-21,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00013,아인친수공원(금산9호 어린이공원),어린이공원,,충청남도 금산군 금산읍 아인리 156-3번지,36.1070162,127.4817696,2945,운동기구,"종합놀이기구, 그네, 철봉",정자,,,2000-01-13,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00014,중도아동공원(금산4호 어린이공원),어린이공원,,충청남도 금산군 금산읍 중도리 211-1번지,36.1038468,127.4956108,1892,"운동기구, 족구장","놀이기구, 그네 미끄럼틀, 철봉 등",정자,,,1984-12-18,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00015,비도시1호(추부농공단지),소공원,,충청남도 금산군 추부면 신평리 1005-5,36.2190303,127.5025818,1320,,,,,부지확보,2004-03-10,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00016,비도시2호(추부농공단지),소공원,,충청남도 금산군 추부면 신평리 1004-2,36.2222162,127.5053475,1220,,,,,부지확보,2012-04-20,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00017,진산30호 소공원,소공원,,충청남도 금산군 진산면 읍내리 417-8번지,36.1410438,127.3666987,539,,,,,부지확보,2016-12-30,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44710-00018,추부29호 소공원,소공원,,충청남도 금산군 추부면 마전리 산1-45번지,36.1959536,127.4526776,1526,미집행,,,,부지확보,2016-12-30,금산군,041-750-3445,2019-11-25,6440000,충청남도,
44760-00001,2호공원,근린공원,,충청남도 부여군 은산면 신대리 404번지,36.308684,126.856489,3000,조성중,,,,,1977-03-17,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00002,남령공원,근린공원,,충청남도 부여군 부여읍 쌍북리 619,36.28122869,126.916806,72170,,,,,,1987-09-22,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00003,백제탑공원,근린공원,,충청남도 부여군 부여읍 동남리 373,36.2790247302,126.9128810850,22233,,,,"정림사지 박물관, 주차장",,1986-11-16,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00004,수북공원,근린공원,,충청남도 부여군 규암면 규암리 147-2,36.2755527300,126.8902425146,5900,미집행,,수북정,,,1977-02-17,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00005,어린이 공원 2,어린이공원,,충청남도 부여군 홍산면 북촌리 140-1,36.2161626911,126.7626434966,1900,미집행,,,,,1992-04-14,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00006,어린이 공원 3,어린이공원,,충청남도 부여군 홍산면 남촌리 121-2,36.21249629,126.7576049,2500,,,,,,1992-04-14,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00007,어린이 공원 6,어린이공원,,충청남도 부여군 부여읍 쌍북리 730,36.2829862986,126.9233085045,2710,미집행,놀이시설,,,,1986-11-20,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00008,소공원 1,소공원,,충청남도 부여군 부여읍 쌍북리 718-14번지,36.284917,126.926812,895,미집행,,,,,2016-02-11,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00009,소공원 2,소공원,,충청남도 부여군 부여읍 쌍북리 718-5번지,36.284398,126.926888,590,미집행,,,,,2016-02-11,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00010,소공원 3,소공원,,충청남도 부여군 부여읍 쌍북리 157-1번지,36.284572,126.924982,807,미집행,,,,,2016-02-11,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00011,소공원 4,소공원,,충청남도 부여군 부여읍 쌍북리 203번지,36.284906,126.924743,479,미집행,,,,,2016-02-11,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00012,소공원 5,소공원,,충청남도 부여군 부여읍 쌍북리 156-3번지,36.284479,126.924778,429,,,,,,2016-02-11,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00013,서동공원,역사공원,,충청남도 부여군 부여읍 동남리 117,36.2714589095,126.9136907931,498077,,,"궁남지, 산책로",,,2010-11-01,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00014,와요지공원,역사공원,,충청남도 부여군 장암면 정암리 662-3번지,36.245437,126.915349,42395,미집행,,,백제기와문화관,,2009-02-10,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44760-00015,송림공원,문화공원,,충청남도 부여군 부여읍 동남리 604-3,36.27440632,126.900015,31754,,,,,,2013-02-20,부여군,041-830-2412,2019-11-25,6440000,충청남도,
44770-00001,1(기존 도시자연공원),기타,,충청남도 서천군 비인면 성내리 산25,36.137154,126.609638,51000,,,,,,1977-03-17,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00002,1(기존 도시자연공원),기타,,충청남도 서천군 판교면 현암리 산7,36.158131,126.685807,76000,,,,,,1997-11-29,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00003,용산공원,기타,,충청남도 서천군 한산면 동산리376-2,36.0873849095,126.8076082743,12000,,,,,,1977-03-17,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00004,호암공원,기타,,충청남도 서천군 한산면 호암리산2-1,36.0894534676,126.7942035636,131000,,,,,,1977-03-17,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00005,(산단)1호,근린공원,,충청남도 서천군 장항읍 옥남리 200,36.038041,126.674809,11541,,,,,,2010-10-05,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00006,(산단)2호,근린공원,,충청남도 서천군 장항읍 옥남리 497,36.039632,126.6718202,11080,,,,,,2009-10-07,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00007,(산단)3호,근린공원,,충청남도 서천군 장항읍 옥남리 29-2,36.035841,126.6812376,26988,,,,,,2009-10-07,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00008,(산단)4호,근린공원,,충청남도 서천군 장항읍 옥남리 산28,36.041456,126.677683,32539,,,,,,2010-10-05,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00009,1,근린공원,,충청남도 서천군 장항읍 송림리 산37-2,36.021103,126.669041,74957,,,,,,2009-07-29,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00010,성주공원,근린공원,,충청남도 서천군 장항읍 성주리 산23-3,36.02157775,126.7045758,35016,,,,,,1986-10-02,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00011,왕개공원,근린공원,,충청남도 서천군 장항읍 성주리 산12-58,36.021544,126.704566,114200,,,,,,1993-12-30,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00012,원수공원,근린공원,,충청남도 서천군 장항읍 원수리886-12,36.010613,126.7061951,110701,,,,,전망대,1986-10-02,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00013,(산단)1호,어린이공원,,충청남도 서천군 장항읍 옥남리 512,36.040527,126.668551,1884,,,,,,2010-10-05,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00014,(산단)2호,어린이공원,,충청남도 서천군 장항읍 옥남리 산3,36.035863,126.671152,1657,,,,,,2010-10-05,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00015,2,어린이공원,,충청남도 서천군 서천읍 군사리 323-4,36.079521,126.698447,1600,,,,,,1986-09-01,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00016,3,어린이공원,,충청남도 서천군 서천읍 사곡리 304-67,36.082311,126.684856,1645,,조합놀이대,,,,1986-09-01,서천군,041-950-4438,2019-11-25,6440000,충청남도,
44770-00017,5,어린이공원,,충청남도 서천군 서천읍 군사리 601-3,36.074826,126.692611,6960,,,,,,1986-09-01,서천군,041-950-4438,2019-11-25,6440000,충청남도,
